URI (do not change)	Name (do not change)	Status (empty=Public)	Label	Suggested Label	Comment	Suggested Comment	Lydie's comment	Source file
http://nextprot.org/rdf/db/PSI-MI	db/PSI-MI	private	PSI-MI	PSI-MI	PSI-MI Molecular Interaction	Proteomics Standards Initiative (PSI) Molecular Interaction (MI)	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PSI-MOD	db/PSI-MOD	private	PSI-MOD	PSI-MOD	For the description of covalent bonds in proteins.	Proteomics Standards Initiative (PSI) protein MODification ontology (PSI-MOD)	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Patent	db/Patent	private	Patent	Patent	Google Patent	Google Patent	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PathwayCommons	db/PathwayCommons		PathwayCommons	PathwayCommons	Pathway Commons web resource for biological pathway data	Pathway Commons web resource for biological pathway data	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Pathway_Interaction_DB	db/Pathway_Interaction_DB	private	Pathway_Interaction_DB	Pathway_Interaction_DB	NCI-Nature Pathway Interaction Database	NCI-Nature Pathway Interaction Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PaxDb	db/PaxDb		PaxDb	PaxDb	PaxDb, a database of protein abundance averages across all three domains of life	PaxDb, a database of protein abundance averages across all three domains of life	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PeptideAtlas	db/PeptideAtlas		PeptideAtlas	PeptideAtlas	PeptideAtlas	PeptideAtlas	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PeroxiBase	db/PeroxiBase		PeroxiBase	PeroxiBase	PeroxiBase, a peroxidase database	PeroxiBase, a peroxidase database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Pfam	db/Pfam		Pfam	Pfam	Pfam protein domain database	Pfam protein domain database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PharmGKB	db/PharmGKB		PharmGKB	PharmGKB	The Pharmacogenetics and Pharmacogenomics Knowledge Base	The Pharmacogenetics and Pharmacogenomics Knowledge Base	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Pharos	db/Pharos		Pharos	Pharos	Pharos NIH Druggable Genome Knowledgebase	Pharos NIH Druggable Genome Knowledgebase	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PhosSite	db/PhosSite	private	PhosSite	PhosSite	Phosphorylation site database for Archaea and Bacteria	Phosphorylation site database for Archaea and Bacteria	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PhosphoSitePlus	db/PhosphoSitePlus		PhosphoSitePlus	PhosphoSitePlus	Comprehensive resource for the study of protein post-translational modifications (PTMs) in human, mouse and rat.	Comprehensive resource for the study of protein post-translational modifications (PTMs) in human, mouse and rat.	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PhotoList	db/PhotoList	private	PhotoList	PhotoList	Photorhabdus luminescens genome database	Photorhabdus luminescens genome database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PhylomeDB	db/PhylomeDB		PhylomeDB	PhylomeDB	Database for complete collections of gene phylogenies	Database for complete collections of gene phylogenies	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PlantReactome	db/PlantReactome	private	PlantReactome	PlantReactome	Reactome - a knowledgebase of biological pathways and processes for plant species	Reactome - a knowledgebase of biological pathways and processes for plant species	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PomBase	db/PomBase	private	PomBase	PomBase	Schizosaccharomyces pombe database	Schizosaccharomyces pombe database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PptaseDB	db/PptaseDB	private	PptaseDB	PptaseDB	Prokaryotic Protein Phosphatase Database	Prokaryotic Protein Phosphatase Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ProDom	db/ProDom	private	ProDom	ProDom	ProDom; a protein domain database	ProDom; a protein domain database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ProMEX	db/ProMEX	private	ProMEX	ProMEX	Protein Mass spectra EXtraction	Protein Mass spectra EXtraction	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ProtClustDB	db/ProtClustDB	private	ProtClustDB	ProtClustDB	Entrez Protein Clusters	Entrez Protein Clusters	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ProteinModelPortal	db/ProteinModelPortal	private	ProteinModelPortal	ProteinModelPortal	Protein Model Portal of the PSI-Nature Structural Biology Knowledgebase	Protein Model Portal of the PSI-Nature Structural Biology Knowledgebase	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Proteomes	db/Proteomes		Proteomes	Proteomes	Proteomes	Proteomes	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ProteomicsDB	db/ProteomicsDB		ProteomicsDB	ProteomicsDB	ProteomicsDB: a multi-organism proteome resource	ProteomicsDB: a multi-organism proteome resource	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Proteopedia	db/Proteopedia	private	Proteopedia	Proteopedia	Collaborative 3D-encyclopedia of proteins &amp; other molecules	Collaborative 3D-encyclopedia of proteins &amp; other molecules	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ProtoNet	db/ProtoNet	private	ProtoNet	ProtoNet	ProtoNet; Automatic hierarchical classification of proteins	ProtoNet; Automatic hierarchical classification of proteins	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PseudoCAP	db/PseudoCAP	private	PseudoCAP	PseudoCAP	Pseudomonas genome database	Pseudomonas genome database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PubMed	db/PubMed		PubMed	PubMed	PubMed site	PubMed site	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/RCB	db/RCB	private	RCB	RCB	RIKEN Cell Bank	RIKEN Cell Bank	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/RCSB	db/RCSB	private	RCSB	RCSB	Royal Stem Cell Bank	Royal Stem Cell Bank	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/RCSB-PDB	db/RCSB-PDB	private	RCSB-PDB	RCSB-PDB	Protein Data Bank RCSB	Protein Data Bank RCSB	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/REBASE	db/REBASE		REBASE	REBASE	Restriction enzymes and methylases database	Restriction enzymes and methylases database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/REPRODUCTION-2DPAGE	db/REPRODUCTION-2DPAGE		REPRODUCTION-2DPAGE	REPRODUCTION-2DPAGE	REPRODUCTION-2DPAGE	REPRODUCTION-2DPAGE	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/RESID	db/RESID	private	RESID	RESID	An ontology consisting of terms that describe protein chemical modifications.	An ontology consisting of terms that describe protein chemical modifications.	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/RGD	db/RGD	private	RGD	RGD	Rat genome database	Rat genome database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/RNAct	db/RNAct		RNAct	RNAct	RNAct, Protein-RNA interaction predictions for model organisms.	RNAct, Protein-RNA interaction predictions for model organisms.	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/RSCB	db/RSCB	private	RSCB	RSCB	Royan Stem Cell Bank	Royan Stem Cell Bank	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Rat-heart-2DPAGE	db/Rat-heart-2DPAGE	private	Rat-heart-2DPAGE	Rat-heart-2DPAGE	2-DE database of rat heart, at German Heart Institute Berlin, Germany	2-DE database of rat heart, at German Heart Institute Berlin, Germany	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Reactome	db/Reactome		Reactome	Reactome	Reactome - a knowledgebase of biological pathways and processes	Reactome - a knowledgebase of biological pathways and processes	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/RefSeq	db/RefSeq		RefSeq	RefSeq	NCBI Reference Sequences	NCBI Reference Sequences	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Rhea	db/Rhea		Rhea	Rhea	Rhea - the annotated database of biochemical reactions	Rhea - the annotated database of biochemical reactions	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Rouge	db/Rouge	private	Rouge	Rouge	Rodent Unidentified Gene-Encoded large proteins database	Rodent Unidentified Gene-Encoded large proteins database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/RuleBase	db/RuleBase		RuleBase	RuleBase	UniProtKB annotation rules	UniProtKB annotation rules	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SABIO-RK	db/SABIO-RK		SABIO-RK	SABIO-RK	SABIO-RK: Biochemical Reaction Kinetics Database	SABIO-RK: Biochemical Reaction Kinetics Database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SAM	db/SAM		SAM	SAM	SAM - Sequence Analysis Methods for automatic annotation	SAM - Sequence Analysis Methods for automatic annotation	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SASBDB	db/SASBDB		SASBDB	SASBDB	Small Angle Scattering Biological Data Bank	Small Angle Scattering Biological Data Bank	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SBKB	db/SBKB	private	SBKB	SBKB	The Structural Biology Knowledgebase	The Structural Biology Knowledgebase	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SCOP	db/SCOP	private	SCOP	SCOP	Structural Classification of Proteins	Structural Classification of Proteins	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SFLD	db/SFLD		SFLD	SFLD	Structure-Function Linkage Database	Structure-Function Linkage Database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SGD	db/SGD	private	SGD	SGD	Saccharomyces Genome Database	Saccharomyces Genome Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SIGNOR	db/SIGNOR		SIGNOR	SIGNOR	SIGNOR Signaling Network Open Resource	SIGNOR Signaling Network Open Resource	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SKIP	db/SKIP	private	SKIP	SKIP	Stemcell Knowledge and Information Portal	Stemcell Knowledge and Information Portal	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SKY_M-FISH_CGH	db/SKY_M-FISH_CGH	private	SKY/M-FISH/CGH	SKY/M-FISH/CGH	SKY/M-FISH and CGH database	SKY/M-FISH and CGH database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SMART	db/SMART		SMART	SMART	Simple Modular Architecture Research Tool; a protein domain database	Simple Modular Architecture Research Tool; a protein domain database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SMR	db/SMR		SMR	SMR	SWISS-MODEL Repository - a database of annotated 3D protein structure models	SWISS-MODEL Repository - a database of annotated 3D protein structure models	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SOURCE	db/SOURCE	private	SOURCE	SOURCE	The Stanford Online Universal Resource for Clones and ESTs	The Stanford Online Universal Resource for Clones and ESTs	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SRMAtlas	db/SRMAtlas		SRMAtlas	SRMAtlas	SRMAtlas	SRMAtlas	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/STRING	db/STRING		STRING	STRING	STRING: functional protein association networks	STRING: functional protein association networks	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SUPFAM	db/SUPFAM		SUPFAM	SUPFAM	Superfamily database of structural and functional annotation	Superfamily database of structural and functional annotation	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SWISS-2DPAGE	db/SWISS-2DPAGE		SWISS-2DPAGE	SWISS-2DPAGE	Two-dimensional polyacrylamide gel electrophoresis database from the Geneva University Hospital	Two-dimensional polyacrylamide gel electrophoresis database from the Geneva University Hospital	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SWISS-MODEL-Workspace	db/SWISS-MODEL-Workspace	private	SWISS-MODEL-Workspace	SWISS-MODEL-Workspace	SWISS-MODEL Interactive Workspace	SWISS-MODEL Interactive Workspace	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SagaList	db/SagaList	private	SagaList	SagaList	Streptococcus agalactiae NEM316 / Serotype III genome database	Streptococcus agalactiae NEM316 / Serotype III genome database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SequenceOntology	db/SequenceOntology	private	SequenceOntology	SequenceOntology	Sequence Ontology	Sequence Ontology	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Siena-2DPAGE	db/Siena-2DPAGE	private	Siena-2DPAGE	Siena-2DPAGE	2D-PAGE database from the Department of Molecular Biology, University of Siena, Italy	2D-PAGE database from the Department of Molecular Biology, University of Siena, Italy	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SignaLink	db/SignaLink		SignaLink	SignaLink	SignaLink: a signaling pathway resource with multi-layered regulatory networks	SignaLink: a signaling pathway resource with multi-layered regulatory networks	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SubtiList	db/SubtiList	private	SubtiList	SubtiList	Bacillus subtilis strain 168 genome database	Bacillus subtilis strain 168 genome database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SwissLipids	db/SwissLipids		SwissLipids	SwissLipids	SwissLipids knowledge resource for lipid biology	SwissLipids knowledge resource for lipid biology	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/SwissPalm	db/SwissPalm		SwissPalm	SwissPalm	SwissPalm database of S-palmitoylation events	SwissPalm database of S-palmitoylation events	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/TAIR	db/TAIR	private	TAIR	TAIR	The Arabidopsis Information Resource	The Arabidopsis Information Resource	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/TCB	db/TCB	private	TCB	TCB	Tick Cell Biobank	Tick Cell Biobank	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/TCDB	db/TCDB		TCDB	TCDB	Transport Classification Database	Transport Classification Database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/TIGR	db/TIGR	private	TIGR	TIGR	The bacterial database(s) of &apos;The Institute of Genome Research&apos;	The bacterial database(s) of &apos;The Institute of Genome Research&apos;	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/TIGRFAMs	db/TIGRFAMs		TIGRFAMs	TIGRFAMs	TIGRFAMs; a protein family database	TIGRFAMs; a protein family database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/TKG	db/TKG	private	TKG	TKG	Tohoku University Cancer Cell Line	Tohoku University Cancer Cell Line	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/TOKU-E	db/TOKU-E	private	TOKU-E	TOKU-E	TOKU-E Cell-culture Database	TOKU-E Cell-culture Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/TopDownProteomics	db/TopDownProteomics		TopDownProteomics	TopDownProteomics	Consortium for Top Down Proteomics	Consortium for Top Down Proteomics	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/TreeFam	db/TreeFam		TreeFam	TreeFam	TreeFam database of animal gene trees	TreeFam database of animal gene trees	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/TubercuList	db/TubercuList	private	TubercuList	TubercuList	Mycobacterium tuberculosis strain H37Rv genome database	Mycobacterium tuberculosis strain H37Rv genome database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UCD-2DPAGE	db/UCD-2DPAGE		UCD-2DPAGE	UCD-2DPAGE	University College Dublin 2-DE Proteome Database	University College Dublin 2-DE Proteome Database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UCSC	db/UCSC		UCSC	UCSC	UCSC genome browser	UCSC genome browser	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UKSCB	db/UKSCB	private	UKSCB	UKSCB	UK Stem Cell Bank	UK Stem Cell Bank	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Uberon	db/Uberon	private	Uberon	Uberon	Uberon	Uberon	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UniCarbKB	db/UniCarbKB	private	UniCarbKB	UniCarbKB	UniCarbKB; an annotated and curated database of glycan structures	UniCarbKB; an annotated and curated database of glycan structures	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UniGene	db/UniGene	private	UniGene	UniGene	UniGene gene-oriented nucleotide sequence clusters	UniGene gene-oriented nucleotide sequence clusters	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UniLectin	db/UniLectin		UniLectin	UniLectin	UniLectin database of carbohydrate-binding proteins	UniLectin database of carbohydrate-binding proteins	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UniPathway	db/UniPathway		UniPathway	UniPathway	UniPathway: a resource for the exploration and annotation of metabolic pathways	UniPathway: a resource for the exploration and annotation of metabolic pathways	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UniProt	db/UniProt		UniProt	UniProt	UniProt web site	UniProt web site	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UniProtKB	db/UniProtKB		UniProtKB	UniProtKB	Identifier subtype	Identifier subtype	UniProtKB	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UniProt_control_vocabulary	db/UniProt_control_vocabulary	private	UniProt_control_vocabulary	UniProt_control_vocabulary	Cross ref to all cv loaded from UniProt	Cross ref to all cv loaded from UniProt	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UniProt_domain	db/UniProt_domain	private	UniProt_domain	UniProt_domain	UniProt protein list by domain	UniProt protein list by domain	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/UniProt_family	db/UniProt_family	private	UniProt_family	UniProt_family	UniProt protein list by family	UniProt protein list by family	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Unimod	db/Unimod	private	Unimod	Unimod	Unimod - Protein modifications for mass spectrometry	Unimod - Protein modifications for mass spectrometry	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/VEuPathDB	db/VEuPathDB		VEuPathDB	VEuPathDB	Eukaryotic Pathogen, Vector and Host Database Resources	Eukaryotic Pathogen, Vector and Host Database Resources	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/VGNC	db/VGNC	private	VGNC	VGNC	Vertebrate Gene Nomenclature Database	Vertebrate Gene Nomenclature Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/VariO	db/VariO	private	VariO	VariO	Variation ontology	Variation ontology	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/VectorBase	db/VectorBase	private	VectorBase	VectorBase	Bioinformatics Resource for Invertebrate Vectors of Human Pathogens	Bioinformatics Resource for Invertebrate Vectors of Human Pathogens	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/WBParaSite	db/WBParaSite	private	WBParaSite	WBParaSite	WormBase ParaSite	WormBase ParaSite	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/WEBINFO	db/WEBINFO	private	WEBINFO	WEBINFO	web information	web information	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Wikidata	db/Wikidata	private	Wikidata	Wikidata	Wikidata	Wikidata	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/WorfDB	db/WorfDB	private	WorfDB	WorfDB	The C.elegans ORFeome cloning project	The C.elegans ORFeome cloning project	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/World-2DPAGE	db/World-2DPAGE	private	World-2DPAGE	World-2DPAGE	The World-2DPAGE database	The World-2DPAGE database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/WormBase	db/WormBase	private	WormBase	WormBase	WormBase	WormBase	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/WormPep	db/WormPep	private	WormPep	WormPep	Caenorhabditis elegans genome sequencing project protein database	Caenorhabditis elegans genome sequencing project protein database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Xenbase	db/Xenbase	private	Xenbase	Xenbase	Xenopus laevis and tropicalis biology and genomics resource	Xenopus laevis and tropicalis biology and genomics resource	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Ximbio	db/Ximbio	private	Ximbio	Ximbio	Ximbio reagents online portal	Ximbio reagents online portal	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ZFIN	db/ZFIN	private	ZFIN	ZFIN	Zebrafish Information Network genome database	Zebrafish Information Network genome database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/dbMHC	db/dbMHC	private	dbMHC	dbMHC	dbMHC	dbMHC	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/dbSNP	db/dbSNP		dbSNP	dbSNP	Database of single nucleotide polymorphism	Database of single nucleotide polymorphism	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/dictyBase	db/dictyBase	private	dictyBase	dictyBase	Dictyostelium discoideum online informatics resource	Dictyostelium discoideum online informatics resource	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/eVOC	db/eVOC	private	eVOC	eVOC	Controlled vocabularies that unifies gene expression data by facilitating a link between the genome sequence and expression phenotype information.	Controlled vocabularies that unifies gene expression data by facilitating a link between the genome sequence and expression phenotype information.	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/eggNOG	db/eggNOG		eggNOG	eggNOG	evolutionary genealogy of genes: Non-supervised Orthologous Groups	evolutionary genealogy of genes: Non-supervised Orthologous Groups	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/euHCVdb	db/euHCVdb	private	euHCVdb	euHCVdb	European Hepatitis C Virus Database	European Hepatitis C Virus Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/gnomAD	db/gnomAD		gnomAD	gnomAD	Genome aggregation database	Genome aggregation database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/hESCreg	db/hESCreg	private	hESCreg	hESCreg	European Human Embryonic Stem Cell Registry	European Human Embryonic Stem Cell Registry	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/hPSCreg	db/hPSCreg	private	hPSCreg	hPSCreg	Human Pluripotent Stem Cell Registry	Human Pluripotent Stem Cell Registry	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/iPTMnet	db/iPTMnet		iPTMnet	iPTMnet	iPTMnet integrated resource for PTMs in systems biology context	iPTMnet integrated resource for PTMs in systems biology context	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/jPOST	db/jPOST		jPOST	jPOST	jPOST - Japan Proteome Standard Repository/Database	jPOST - Japan Proteome Standard Repository/Database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/neXtProt	db/neXtProt		neXtProt	neXtProt	neXtProt; the human protein knowledge platform	neXtProt; the human protein knowledge platform	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/neXtProtDoc	db/neXtProtDoc	private	neXtProtDoc	neXtProtDoc	neXtProt document; the human protein knowledge platform, document part	neXtProt document; the human protein knowledge platform, document part	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/neXtProtSubmission	db/neXtProtSubmission		neXtProtSubmission	neXtProtSubmission	neXtProt submission; the human protein knowledge platform, publication of type submission part	neXtProt submission; the human protein knowledge platform, publication of type submission part	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/neXtProt_control_vocabulary	db/neXtProt_control_vocabulary	private	neXtProt_control_vocabulary	neXtProt_control_vocabulary	Cross ref to all cv loaded from neXtProt	Cross ref to all cv loaded from neXtProt	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
								
http://nextprot.org/rdf/source/ARUK-UCL	source/ARUK-UCL		ARUK-UCL	ARUK-UCL	Alzheimers Research Gene Ontology Initiative (Alzheimer&apos;s research UK).	Alzheimers Research Gene Ontology Initiative (Alzheimer&apos;s research UK).	Alzheimers Research Gene Ontology Initiative  (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/AgBase	source/AgBase		AgBase	AgBase	AgBase is a curated resource for functional analysis of agricultural plant and animal gene products.	AgBase is a curated resource for functional analysis of agricultural plant and animal gene products.	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Alzforum	source/Alzforum	private	Alzforum	Alzforum	ALZFORUM networking for a cure	ALZFORUM networking for a cure	OK not used	controlled-vocabulary/cv_datasources.txt
